LATITUD,LONGITUD,TIPO,ACTIVIDAD,FECHA
-8.04570552,-77.45133776,ITS,Minería,17/07/2017
-7.61210397,-78.20191828,ITS,Minería,28/02/2017
-12.2414,-76.9432,EIA-d,Hidrocarburos,23/04/2019
-12.04521408,-69.13090882,ITS,Transportes,3/03/2020
-6.04845916,-78.89591233,ITS,Transportes,8/05/2020
-11.96838087,-76.88147152,ITS,Minería,4/10/2019
-14.2296,-70.3254,ITS,Minería,24/08/2018
-10.09344063,-76.3117082,Clasificación,Transportes,3/06/2020
-13.18942492,-70.39727314,ITS,Transportes,4/06/2020
-15.8464252,-72.44798171,Clasificación,Transportes,8/06/2020
-11.18528009,-75.46484505,ITS,Electricidad,7/08/2019
-17.10128595,-70.62390642,ITS,Minería,16/10/2018
-10.62619379,-76.21057555,ITS,Minería,8/11/2018
-11.66529083,-73.02117358,ITS,Hidrocarburos,13/09/2019
-17.00311927,-72.10359747,Clasificación,Transportes,22/01/2020
-13.57665682,-70.43665613,ITS,Electricidad,27/06/2019
-12.77517675,-74.7196804,Clasificación,Transportes,16/01/2020
-6.45710884,-76.3087152,ITS,Transportes,25/07/2019
-10.62593988,-76.68099049,ITS,Minería,10/02/2017
-14.07110415,-72.06812095,Clasificación,Transportes,18/10/2018
-12.08649738,-75.20833548,Clasificación,Transportes,22/10/2018
-13.00621581,-76.3819833,Clasificación,Agricultura,28/06/2019
-6.04602129,-77.01973776,ITS,Transportes,30/04/2019
-14.72682934,-73.17972761,ITS,Minería,11/12/2019
-15.1868,-71.8607,ITS,Minería,17/12/2018
-4.46668858,-81.15763923,ITS,Hidrocarburos,21/11/2018
-4.28196569,-81.13390524,ITS,Hidrocarburos,10/09/2018
-8.57847123,-77.6387576,ITS,Electricidad,10/08/2018
-9.03336034,-75.49297942,EIA-d,Electricidad,13/08/2018
-6.12385326,-76.84167805,ITS,Transportes,9/07/2019
-8.19794808,-77.94444533,Clasificación,Electricidad,3/02/2017
-10.68227324,-76.28112765,ITS,Minería,11/02/2020
-6.73433487,-78.69104144,ITS,Minería,24/02/2020
-4.88961203,-81.14777291,ITS,Hidrocarburos,27/09/2018
-3.60784355,-80.73765826,ITS,Hidrocarburos,22/11/2018
-11.15499649,-75.34112128,EIA-d,Electricidad,28/10/2019
-6.38565355,-76.59687558,ITS,Transportes,18/02/2019
-12.89360479,-70.06839137,ITS,Transportes,19/02/2019
-13.15209764,-70.39899865,ITS,Electricidad,27/08/2020
-11.4636,-73.314,ITS,Hidrocarburos,15/11/2016
-12.2527,-76.9258,ITS,Hidrocarburos,15/11/2016
-13.94584223,-76.02620635,EIA-sd,Residuos Sólidos,3/04/2019
-13.12107255,-76.38882457,ITS,Hidrocarburos,13/03/2020
-11.68704871,-73.0188366,ITS,Hidrocarburos,11/07/2018
-5.24378559,-74.32799635,ITS,Hidrocarburos,19/07/2018
-5.70652126,-77.84966467,ITS,Transportes,8/05/2020
-4.58133407,-81.28112485,ITS,Hidrocarburos,14/06/2019
-6.73433487,-78.69104144,ITS,Minería,9/05/2019
-15.40119806,-75.10861618,ITS,Electricidad,30/07/2020
-11.66942591,-76.08420546,ITS,Minería,15/08/2020
-11.60824367,-76.18403866,ITS,Minería,17/08/2020
-12.10054452,-76.86823366,Clasificación,Electricidad,20/03/2017
-8.83863417,-75.10423389,ITS,Hidrocarburos,5/04/2017
-12.37538878,-74.64658938,ITS,Electricidad,31/01/2017
-13.15209764,-70.39899865,ITS,Transportes,22/04/2020
-5.98709318,-77.28460452,ITS,Transportes,6/11/2019
-4.25478293,-81.13163633,ITS,Hidrocarburos,26/11/2018
-4.33360821,-81.23154447,ITS,Hidrocarburos,14/12/2018
-4.58726144,-81.27550981,ITS,Hidrocarburos,15/01/2019
-13.48757227,-71.78570913,Clasificación,Agricultura,13/05/2019
-5.85190955,-78.77108396,ITS,Transportes,29/07/2018
-6.14610754,-77.65751624,Clasificación,Transportes,2/10/2020
-6.47345211,-77.80370372,Clasificación,Transportes,5/10/2020
-10.6607934,-76.09296755,Clasificación,Transportes,15/10/2020
-11.653,-76.224,MEIA-d,Minería,22/11/2018
-11.69822993,-76.10891445,ITS,Minería,16/08/2019
-15.47221791,-71.93716735,ITS,Minería,18/06/2020
-7.77146331,-77.58935704,IGAPRO,Minería,27/07/2020
-16.4527,-71.5068,ITS,Electricidad,13/10/2016
-14.14803836,-73.11156555,Clasificación,Minería,17/08/2018
-4.3061036,-81.26696204,ITS,Hidrocarburos,20/02/2018
-11.9672,-76.8828,Clasificación,Minería,7/07/2020
-3.6737,-73.2567,MEIA-d,Electricidad,14/09/2016
-6.97612352,-78.48586496,ITS,Minería,4/07/2017
-15.2315,-75.1593,ITS,Minería,4/09/2016
-7.61227452,-78.20174512,ITS,Minería,29/05/2018
-7.9797,-77.4967,Clasificación,Minería,4/04/2016
-3.605,-80.7395,ITS,Hidrocarburos,22/03/2018
-11.1818049,-76.5256937,MEIA-d,Minería,16/02/2018
-5.68610308,-77.64507251,ITS,Transportes,17/09/2020
-5.24383096,-74.32812263,ITS,Hidrocarburos,11/12/2019
-13.97353012,-75.07036832,ITS,Minería,9/06/2020
-17.10012108,-70.62267478,ITS,Minería,12/06/2020
-11.56285786,-75.10089754,ITS,Electricidad,13/06/2020
-14.76404163,-72.38519095,ITS,Minería,31/03/2020
-4.4135315,-81.14102191,ITS,Hidrocarburos,30/01/2020
-14.95457315,-73.9200802,ITS,Minería,23/02/2018
-11.0103,-76.468,ITS,Minería,28/05/2018
-9.88394124,-76.575403,ITS,Transportes,9/10/2020
-12.02047415,-77.11972212,ITS,Transportes,6/11/2020
-17.05040715,-70.27191924,Clasificación,Agricultura,23/09/2020
-17.65469465,-70.45790147,Clasificación,Agricultura,7/10/2020
-14.51883515,-70.26678021,ITS,Transportes,17/03/2017
-17.28914109,-70.65105639,PPC,Electricidad,8/04/2016
-14.9848,-72.3111,ITS,Minería,29/12/2016
-6.83010821,-78.89867199,ITS,Minería,26/09/2017
-12.31132206,-75.70510821,EIA-d,Minería,12/10/2017
-7.65096375,-76.39882812,Clasificación,Electricidad,11/07/2017
-16.01873088,-72.029423,Clasificación,Electricidad,25/09/2017
-14.4182,-72.2888,ITS,Minería,30/12/2016
-4.28121767,-81.16118187,ITS,Hidrocarburos,17/02/2017
-12.04754348,-77.12164439,Clasificación,Minería,11/12/2017
-13.55096788,-72.59970694,ITS,Transportes,7/07/2020
-9.43654581,-77.56092398,Clasificación,Transportes,8/07/2020
-13.22777099,-74.60520531,Clasificación,Transportes,8/07/2020
-15.6431234,-68.0780889,PPC,Minería,23/10/2020
-11.62308569,-76.04233832,ITS,Minería,30/11/2018
-12.02507216,-77.05840786,ITS,Transportes,2/07/2018
-14.92624004,-70.76849846,Clasificación,Electricidad,15/06/2018
-12.15238724,-74.56010349,Clasificación,Transportes,23/03/2018
-12.35626915,-74.63414526,Clasificación,Electricidad,5/07/2018
-13.07225772,-70.35340068,ITS,Transportes,11/06/2018
-11.93674813,-77.11995865,ITS,Electricidad,14/12/2018
-12.0431,-77.1281,Clasificación,Minería,28/12/2016
-15.27500705,-75.20759243,MEIA-d,Minería,28/05/2019
-16.78103521,-71.78700871,Clasificación,Electricidad,13/07/2018
-11.0292,-76.4285,ITS,Minería,14/05/2018
-8.5414,-77.3135,Clasificación,Electricidad,5/05/2017
-12.24775953,-76.95111942,Clasificación,Hidrocarburos,8/08/2017
-13.49428912,-70.89730295,ITS,Transportes,9/07/2020
-13.0926,-76.3975,ITS,Hidrocarburos,7/07/2016
-12.1873575,-76.98367611,Clasificación,Electricidad,17/04/2017
-11.01011601,-76.40997186,ITS,Minería,5/06/2017
-11.48793725,-77.27955633,MEIA-d,Minería,9/01/2018
-3.14220073,-77.29823814,Clasificación,Hidrocarburos,1/12/2017
-8.54273107,-78.21119124,Clasificación,Transportes,3/07/2018
-7.89273372,-78.13074324,ITS,Minería,26/11/2018
-10.74982969,-75.5342096,Clasificación,Electricidad,19/10/2017
-8.22368592,-77.7938894,ITS,Minería,11/10/2019
-11.75085635,-76.00584413,ITS,Minería,17/10/2019
-17.09908301,-70.6292903,ITS,Minería,3/12/2019
-14.68872722,-74.19334761,Clasificación,Electricidad,1/02/2018
-13.34566786,-75.35078522,Clasificación,Transportes,17/04/2018
-14.5505555,-73.38088166,Clasificación,Transportes,11/07/2018
-4.5767,-81.2852,ITS,Hidrocarburos,27/07/2016
-10.06290772,-75.03433285,Clasificación,Hidrocarburos,13/04/2020
-7.9446,-78.2475,ITS,Minería,25/06/2020
-17.81186868,-69.87043482,ITS,Minería,24/04/2020
-4.6861,-81.231,ITS,Hidrocarburos,15/04/2016
-14.91405903,-71.34080095,ITS,Minería,21/12/2016
-16.0187,-72.0294,EIA-d,Electricidad,22/08/2018
-5.9326429,-80.77856747,Clasificación,Electricidad,9/10/2018
-11.0101,-76.41,ITS,Minería,13/02/2018
-3.80834021,-75.05944332,ITS,Hidrocarburos,8/11/2017
-14.85543115,-71.32406135,EIA-d,Electricidad,7/02/2020
-11.17797426,-75.34323642,Clasificación,Electricidad,31/12/2018
-16.62430383,-71.87181486,Clasificación,Transportes,27/02/2019
-16.66295493,-71.83911149,Clasificación,Agricultura,9/03/2018
-4.59001059,-81.22969648,PPC,Hidrocarburos,9/05/2018
-11.97240524,-76.86430774,Clasificación,Electricidad,16/04/2018
-13.03785631,-74.70850108,Clasificación,Agricultura,29/11/2017
-13.09175335,-70.36411614,ITS,Transportes,19/04/2018
-3.65695563,-73.24670539,ITS,Electricidad,6/07/2017
-17.1652,-70.6942,ITS,Minería,5/03/2018
-5.96911732,-80.849669,ITS,Minería,15/06/2018
-7.97917477,-77.49758319,MEIA-d,Minería,10/11/2017
-13.2571091,-76.31236406,ITS,Hidrocarburos,6/02/2018
-4.5318,-81.2176,ITS,Hidrocarburos,2/04/2018
-9.75216662,-77.52864023,ITS,Minería,27/06/2017
-13.08659507,-75.9937513,MEIA-d,Minería,11/08/2017
-11.88611548,-76.44724561,Clasificación,Transportes,24/09/2018
-12.04129301,-77.05422969,Clasificación,Electricidad,25/09/2018
-12.86697449,-74.19102025,Clasificación,Agricultura,26/09/2018
-5.75973103,-78.78636098,Clasificación,Transportes,28/09/2018
-10.57821426,-76.21004108,PPC,Minería,3/07/2017
-5.42269502,-78.52325067,Clasificación,Transportes,25/01/2017
-5.18797295,-80.6240409,Clasificación,Transportes,20/06/2017
-14.2033,-70.4853,Clasificación,Electricidad,19/06/2017
-17.81840252,-69.80963762,MEIA-d,Minería,10/10/2017
-14.33798322,-72.75336438,ITS,Minería,29/08/2017
-11.96715161,-76.88281255,ITS,Minería,29/04/2017
-11.5083,-73.2538,ITS,Hidrocarburos,28/12/2017
-15.3609,-74.8361,ITS,Minería,30/12/2017
-8.83863417,-75.10423389,ITS,Hidrocarburos,24/03/2017
-11.41755404,-69.49822859,ITS,Transportes,9/07/2020
-13.16606323,-73.42595264,Clasificación,Transportes,27/07/2020
-9.63883969,-77.03776202,Clasificación,Transportes,1/08/2018
-12.35712496,-76.8025685,Clasificación,Transportes,28/06/2017
-6.31373224,-78.22052434,Clasificación,Transportes,23/08/2017
-12.29214037,-76.83499469,Clasificación,Electricidad,24/03/2017
-13.80586973,-76.28946408,ITS,Transportes,9/06/2017
-14.7201373,-73.17802817,MEIA-d,Minería,2/05/2017
-14.65275381,-73.1313099,ITS,Minería,3/10/2017
-11.10113708,-75.3443276,Clasificación,Electricidad,18/09/2017
-5.24383096,-74.32812263,ITS,Hidrocarburos,22/07/2019
-4.5916,-81.2347,MEIA-d,Hidrocarburos,5/09/2018
-10.64783287,-76.51409616,Clasificación,Transportes,21/07/2020
-8.22910336,-78.98241216,ITS,Transportes,30/06/2020
-17.81586408,-69.8115133,ITS,Minería,31/07/2017
-12.03724522,-77.04380925,ITS,Transportes,21/02/2020
-11.58019648,-69.2850703,ITS,Transportes,20/12/2018
-8.17464834,-78.99739628,Clasificación,Transportes,29/03/2019
-12.38268562,-74.64830098,EIA-d,Electricidad,23/10/2019
-13.40699091,-72.06550063,ITS,Transportes,5/10/2018
-5.68992025,-78.79819141,Clasificación,Electricidad,11/10/2018
-7.23776485,-79.40707163,Clasificación,Agricultura,21/02/2018
-11.22639386,-75.36503495,PPC,Minería,26/09/2018
-6.53129176,-76.4930383,Clasificación,Electricidad,9/06/2017
-10.67901185,-76.27556573,ITS,Minería,1/08/2017
-14.07406315,-72.31043183,ITS,Minería,13/07/2020
-7.61396927,-78.2039437,Clasificación,Minería,2/07/2020
-5.28066227,-78.42789863,Clasificación,Electricidad,3/01/2017
-4.47844352,-81.17521553,ITS,Hidrocarburos,4/06/2018
-14.6528,-73.1313,ITS,Minería,29/12/2016
-11.95026596,-77.13329089,Clasificación,Minería,19/07/2017
-10.6169629,-76.21321529,ITS,Minería,13/09/2017
-13.71404519,-75.95838916,Clasificación,Electricidad,22/02/2017
-7.89642505,-78.1275554,Clasificación,Minería,20/03/2019
-16.53130068,-71.60082896,Clasificación,Minería,13/09/2019
-8.58832202,-78.6297001,Clasificación,Agricultura,16/07/2018
-16.54530107,-71.86197111,Clasificación,Residuos Sólidos,13/03/2019
-5.15808832,-80.68958724,Clasificación,Agricultura,8/10/2020
-17.77605787,-71.19058231,ITS,Electricidad,11/12/2018
-10.77107838,-76.28282306,ITS,Minería,10/04/2019
-10.86918459,-75.95957484,Clasificación,Minería,27/04/2016
-11.92199394,-72.93049633,ITS,Hidrocarburos,7/05/2019
-11.418027,-69.49624962,ITS,Transportes,14/04/2018
-12.70116963,-69.43387328,ITS,Transportes,1/02/2018
-11.73564997,-69.17258404,ITS,Transportes,13/03/2018
-13.0922,-75.9969,ITS,Minería,23/06/2016
-6.81893412,-79.83178857,Clasificación,Residuos Sólidos,15/10/2019
-10.53201622,-76.65424818,Clasificación,Transportes,22/10/2019
-14.3406,-72.7558,ITS,Minería,8/11/2016
-8.32822558,-76.31033375,Clasificación,Agricultura,10/12/2019
-13.09222044,-73.06309094,Clasificación,Transportes,11/12/2019
-8.7376074,-75.47509454,Clasificación,Transportes,18/12/2019
-5.15702479,-80.68951908,Clasificación,Agricultura,24/10/2018
-4.77225462,-81.14029332,Clasificación,Hidrocarburos,9/11/2020
-12.44379058,-76.60189149,ITS,Residuos Sólidos,6/11/2020
-4.47300372,-81.10665499,Clasificación,Hidrocarburos,9/11/2020
-6.18107877,-77.72022778,Clasificación,Transportes,9/05/2017
-15.83163945,-70.05149039,ITS,Electricidad,20/10/2017
-14.07817585,-72.32487553,Clasificación,Minería,20/12/2016
-13.1288593,-76.04020302,Clasificación,Minería,2/03/2016
-6.05633058,-77.06995554,Clasificación,Transportes,26/02/2018
-11.93624031,-77.11759633,MEIA-d,Electricidad,31/12/2017
-15.18680909,-71.86070062,ITS,Minería,12/02/2018
-7.6121,-78.2019,ITS,Minería,29/08/2016
-12.5864,-72.4395,ITS,Hidrocarburos,28/09/2016
-12.04521648,-77.13228827,ITS,Minería,25/10/2017
-11.2172,-76.4541,ITS,Minería,21/06/2016
-11.43418988,-69.34086411,ITS,Transportes,28/02/2020
-4.58133407,-81.28112485,ITS,Hidrocarburos,13/11/2020
-6.76470398,-78.6529662,Clasificación,Minería,2/10/2020
-6.02137901,-80.79762408,ITS,Minería,18/09/2020
-6.78545321,-78.62441908,ITS,Minería,16/10/2020
-8.91587517,-76.12771391,Clasificación,Transportes,6/03/2018
-16.24107283,-71.93134607,PPC,Minería,27/02/2019
-8.06032814,-79.08448388,Clasificación,Residuos Sólidos,10/04/2018
-12.72614832,-75.06231973,ITS,Minería,31/07/2019
-10.98914435,-69.55487932,ITS,Transportes,22/05/2018
-5.99922794,-76.22962885,ITS,Transportes,27/11/2017
-12.57580347,-69.31364626,ITS,Transportes,10/04/2018
-12.29990694,-69.17072321,ITS,Transportes,28/08/2019
-5.72757754,-79.88705863,ITS,Transportes,4/09/2019
-5.71627175,-77.91241356,ITS,Transportes,11/09/2019
-13.1760742,-70.3883007,ITS,Transportes,13/09/2019
-5.71368074,-78.4924922,ITS,Transportes,25/10/2019
-13.83843387,-70.87695508,Clasificación,Electricidad,10/02/2017
-7.9445874,-78.24752834,ITS,Minería,25/05/2017
-5.16870081,-80.69844046,ITS,Electricidad,19/06/2017
-6.47144715,-78.88751036,Clasificación,Transportes,6/11/2020
-6.12611092,-78.55056942,Clasificación,Transportes,9/11/2020
-12.06856406,-75.18118004,Clasificación,Agricultura,9/10/2020
-13.75017213,-76.09040579,Clasificación,Agricultura,14/10/2020
-13.5834599,-70.99881358,ITS,Transportes,5/12/2017
-12.06823673,-76.99652597,Clasificación,Transportes,19/10/2017
-15.231931,-75.140021,PPC,Minería,24/02/2020
-3.657501,-73.247226,PPC,Electricidad,11/03/2016
-10.68834115,-76.24664908,Clasificación,Transportes,16/04/2018
-7.20943495,-76.73588294,Clasificación,Transportes,16/09/2019
-8.12279376,-77.41081018,Clasificación,Minería,26/01/2017
-12.31087609,-75.72350863,ITS,Minería,18/05/2020
-15.0532,-75.0562,ITS,Electricidad,10/06/2020
-14.58376439,-69.39215633,Clasificación,Minería,21/07/2020
-17.49395857,-71.35924276,ITS,Minería,1/07/2020
-4.52022958,-81.21173445,ITS,Hidrocarburos,29/06/2017
-11.93624031,-77.11759633,ITS,Electricidad,17/10/2017
-17.6221,-70.9037,Clasificación,Electricidad,23/08/2016
-4.7711,-81.1403,ITS,Hidrocarburos,15/02/2018
-12.0859,-77.0152,Clasificación,Electricidad,13/01/2017
-8.76740501,-77.81454141,ITS,Electricidad,30/09/2020
-11.61387223,-76.77163603,Clasificación,Electricidad,6/12/2017
-10.95058264,-75.2254199,Clasificación,Transportes,14/11/2017
-10.45792975,-76.7464992,PPC,Minería,10/08/2018
-11.94097532,-76.70442962,Clasificación,Transportes,3/04/2018
-5.24438926,-74.32798316,PPC,Hidrocarburos,18/05/2018
-12.04388931,-77.12860255,ITS,Minería,1/07/2020
-14.07823403,-72.32263443,Clasificación,Minería,5/06/2020
-11.92429007,-77.1319302,ITS,Hidrocarburos,19/01/2018
-15.467,-71.9406,ITS,Minería,20/09/2016
-16.69950999,-71.81762929,Clasificación,Electricidad,28/02/2018
-11.49252771,-77.27457429,ITS,Minería,19/12/2019
-7.47037554,-79.45282809,ITS,Transportes,16/01/2020
-9.40670303,-77.01159092,Clasificación,Transportes,25/06/2019
-12.82526222,-74.10395809,Clasificación,Transportes,19/07/2019
-13.9311702,-75.69627332,IGAPRO,Agricultura,5/08/2019
-13.05278617,-73.698155,ITS,Hidrocarburos,20/10/2020
-5.24219041,-74.32754357,ITS,Hidrocarburos,30/10/2020
-9.87315667,-77.00479761,Clasificación,Minería,23/10/2020
-8.17506846,-77.30370514,ITS,Minería,17/09/2020
-16.59728301,-70.38041071,ITS,Electricidad,12/04/2018
-5.16871481,-80.69901506,ITS,Electricidad,14/12/2017
-6.45572915,-76.28813294,ITS,Transportes,17/01/2018
-5.25459036,-80.61737771,ITS,Transportes,21/05/2018
-10.09861058,-78.14458301,ITS,Transportes,15/05/2018
-12.07776764,-76.93194915,Clasificación,Transportes,27/10/2016
-11.896,-72.8517,MEIA-d,Hidrocarburos,25/10/2016
-7.01236339,-78.58356707,ITS,Minería,26/05/2017
-10.45792535,-76.74649699,ITS,Minería,10/02/2017
-4.9018,-81.1243,ITS,Hidrocarburos,2/11/2016
-8.9188,-75.0759,EIA-d,Hidrocarburos,27/09/2016
-10.8261732,-76.14352313,Clasificación,Minería,30/10/2017
-6.7658,-78.6297,ITS,Minería,8/10/2016
-14.04168099,-70.70393365,ITS,Minería,27/09/2017
-10.5792993,-76.21550921,MEIA-d,Minería,28/11/2017
-10.6797,-77.7421,ITS,Electricidad,12/02/2016
-11.4328,-75.9934,Clasificación,Electricidad,6/05/2016
-12.54376339,-76.73533058,ITS,Electricidad,28/02/2017
-11.0848,-77.1711,ITS,Electricidad,9/08/2016
-10.7663,-76.2856,ITS,Minería,11/10/2016
-11.22001465,-76.4564045,ITS,Minería,15/10/2020
-8.22932335,-77.77293471,ITS,Minería,2/11/2020
-14.94375857,-73.24250776,PPC,Minería,6/11/2020
-15.36067083,-74.83693608,PPC,Minería,16/11/2020
-6.09424154,-77.74424692,Clasificación,Transportes,23/09/2020
-6.06144346,-80.81926158,ITS,Minería,8/08/2017
-13.27732755,-74.32697841,ITS,Electricidad,9/10/2017
-11.59288495,-76.12686079,ITS,Minería,31/03/2017
-16.50414654,-71.5110534,ITS,Electricidad,12/06/2017
-14.2296,-70.3254,ITS,Minería,13/02/2018
-11.82480197,-77.07888999,Clasificación,Minería,19/07/2017
-11.9885,-73.0502,ITS,Hidrocarburos,28/06/2016
-4.39190904,-81.14483936,ITS,Hidrocarburos,18/05/2018
-6.02333849,-80.03927742,Clasificación,Agricultura,29/05/2018
-4.2834,-81.1897,ITS,Minería,18/04/2018
-12.12887018,-75.235802,Clasificación,Transportes,16/08/2019
-11.8263535,-77.03064168,Clasificación,Minería,19/07/2017
-14.95685863,-73.92157215,ITS,Minería,13/12/2018
-13.70420404,-75.65461285,ITS,Hidrocarburos,22/07/2019
-12.16711456,-73.08533707,ITS,Hidrocarburos,5/06/2019
-4.36722324,-81.05678928,ITS,Hidrocarburos,6/06/2019
-6.98623868,-78.52053679,PPC,Minería,17/10/2019
-11.46294436,-69.30463471,ITS,Transportes,23/05/2018
-3.64571368,-80.60360405,ITS,Electricidad,3/05/2018
-15.79996586,-74.24451833,ITS,Minería,8/01/2021
-17.81675346,-69.80845071,ITS,Minería,7/01/2021
-12.04267767,-77.129482,ITS,Minería,8/01/2021
-12.30848526,-75.71109652,Clasificación,Minería,11/01/2021
-5.85620801,-76.15437193,ITS,Transportes,13/12/2017
-6.38895249,-78.14653746,Clasificación,Transportes,7/08/2017
-11.11992734,-75.36756787,Clasificación,Transportes,7/03/2017
-7.52067681,-78.14383572,Clasificación,Transportes,27/03/2017
-8.3782669,-74.88756104,Clasificación,Residuos Sólidos,20/01/2021
-6.6059009,-77.84899363,Clasificación,Transportes,27/01/2017
-11.625066,-76.116891,PPC,Minería,5/08/2019
-14.23732838,-70.3211634,MEIA-d,Minería,14/09/2016
-15.40057162,-74.97916073,Clasificación,Electricidad,9/11/2018
-15.19108696,-71.63175549,ITS,Agricultura,18/05/2018
-13.2446993,-76.2978417,ITS,Hidrocarburos,8/05/2019
-4.49652438,-81.18253829,ITS,Hidrocarburos,7/08/2019
-5.78462188,-79.41178337,ITS,Transportes,26/01/2021
-6.46601976,-76.41993894,ITS,Transportes,26/01/2021
-6.12297123,-76.28046624,ITS,Transportes,26/01/2021
-9.93501682,-76.11513228,MEIA-d,Electricidad,27/01/2021
-5.94302894,-79.61770713,ITS,Transportes,27/01/2021
-14.67546522,-75.12003395,EIA-d,Electricidad,9/10/2018
-4.32147629,-81.22897636,ITS,Hidrocarburos,24/07/2019
-13.19343046,-70.61484485,ITS,Transportes,3/02/2018
-9.46633917,-78.32465574,ITS,Transportes,15/12/2017
-4.93383999,-81.06669904,PPC,Hidrocarburos,23/01/2020
-4.48202846,-81.15902631,ITS,Hidrocarburos,25/10/2019
-16.613092,-72.099027,PPC,Electricidad,13/04/2020
-10.0726606,-78.15508061,IGAPRO,Agricultura,28/10/2020
-12.22843541,-76.96446969,Clasificación,Salud,1/02/2021
-13.11567022,-74.21613328,ITS,Electricidad,8/11/2017
-15.16364374,-75.0857432,ITS,Minería,29/01/2021
-11.18433573,-76.52423823,ITS,Minería,2/02/2021
-14.229,-70.325843,ITS,Minería,14/12/2020
-11.7564497,-76.29494566,Clasificación,Electricidad,28/09/2017
-10.33954082,-74.89822924,ITS,Transportes,5/04/2018
-7.7223418,-77.66279276,Clasificación,Agricultura,21/02/2018
-9.26425212,-78.42672676,ITS,Transportes,19/10/2017
-9.56878021,-77.03114493,ITS,Minería,9/02/2021
-12.5898613,-69.22289345,ITS,Electricidad,5/02/2021
-12.04431811,-75.24433507,Clasificación,Transportes,14/11/2017
-6.59117792,-79.90056192,Clasificación,Agricultura,13/06/2018
-16.39190689,-71.5320623,Clasificación,Transportes,23/03/2018
-17.77596145,-69.92939233,ITS,Minería,3/05/2019
-13.71028969,-70.17971803,ITS,Electricidad,26/04/2019
-8.0498615,-79.06600368,ITS,Residuos Sólidos,16/12/2020
-13.08875296,-75.99093623,Clasificación,Minería,21/12/2020
-10.62937221,-76.69256759,ITS,Minería,1/12/2020
-3.24883238,-77.23483773,Clasificación,Minería,24/09/2019
-4.49850754,-81.20898703,ITS,Hidrocarburos,15/11/2019
-5.25757991,-79.44182694,Clasificación,Transportes,15/03/2017
-5.98675731,-77.75417632,Clasificación,Transportes,31/03/2017
-7.60848716,-78.14029134,Clasificación,Transportes,16/06/2017
-5.92786097,-80.53149675,ITS,Electricidad,16/03/2018
-16.52561525,-71.58299055,ITS,Minería,1/03/2021
-12.0005049,-77.05990655,Clasificación,Electricidad,20/03/2018
-13.41180965,-70.31152211,Clasificación,Transportes,23/01/2018
-10.33951497,-76.08176043,Clasificación,Transportes,10/01/2018
-6.76606242,-78.63109127,PPC,Minería,26/09/2018
-5.93080498,-80.79530208,PPC,Electricidad,26/03/2019
-17.77545013,-71.18746592,ITS,Electricidad,13/08/2019
-12.25908968,-76.82869706,Clasificación,Electricidad,8/02/2018
-11.95376708,-69.13119293,ITS,Transportes,11/04/2018
-10.75628973,-75.49708785,PPC,Electricidad,25/01/2018
-11.49626839,-76.32123846,ITS,Minería,21/11/2019
-12.81698106,-74.08717817,Clasificación,Transportes,19/07/2019
-5.17583248,-80.69108421,ITS,Transportes,25/05/2018
-13.60696592,-71.23409815,ITS,Transportes,2/02/2018
-13.5834599,-70.99881358,ITS,Transportes,21/12/2017
-9.48546338,-78.27497136,ITS,Transportes,6/12/2017
-6.82194158,-77.91509628,Clasificación,Transportes,27/11/2017
-12.23259466,-76.96243926,Clasificación,Transportes,28/06/2017
-7.11018475,-75.17930533,PPC,Hidrocarburos,20/10/2016
-9.776518,-76.80432,ITS,Transportes,14/12/2020
-10.60611652,-76.21142882,ITS,Minería,15/01/2021
-11.48650944,-75.75437336,PPC,Electricidad,21/11/2018
-10.66667128,-75.32486683,Clasificación,Transportes,16/03/2018
-12.16689808,-77.01947316,Clasificación,Transportes,30/01/2018
-6.12416691,-76.84099568,ITS,Transportes,24/04/2018
-12.03806656,-77.07065906,Clasificación,Electricidad,30/12/2020
-12.02226007,-77.11818815,MEIA-d,Transportes,15/12/2017
-12.93631135,-75.73316001,Clasificación,Transportes,21/03/2018
-9.92566573,-76.36243594,ITS,Transportes,14/12/2020
-9.8679757,-76.47641208,ITS,Transportes,15/12/2020
-7.94460011,-78.24749756,Clasificación,Minería,21/04/2021
-12.54372625,-76.73636358,ITS,Electricidad,1/12/2020
-11.745804,-76.007679,Clasificación,Minería,3/12/2020
-11.59753343,-76.14022921,ITS,Minería,10/12/2020
-15.07089196,-73.6645198,Clasificación,Minería,14/12/2020
-13.51627714,-70.42451459,MEIA-d,Electricidad,21/12/2020
-15.28081469,-72.35270199,ITS,Minería,23/12/2020
-16.56306802,-71.82437,Clasificación,Transportes,19/03/2018
-16.46492422,-71.82746395,Clasificación,Agricultura,13/03/2018
-13.8674667,-74.2779961,Clasificación,Transportes,11/04/2018
-4.54692508,-81.14701818,Clasificación,Hidrocarburos,29/04/2019
-13.66984041,-72.93078456,ITS,Transportes,23/03/2018
-7.4570596,-79.45915396,ITS,Transportes,23/11/2017
-8.17644786,-77.30602598,Clasificación,Minería,30/12/2020
-17.25638072,-70.6144993,ITS,Minería,31/12/2020
-12.13768194,-77.02700928,Clasificación,Transportes,11/01/2021
